order_id,customer_id,order_date,product_name,category,unit_price,unit_cost,quantity,total_revenue,total_cost,profit,customer_age,customer_region,year,month,quarter,profit_margin,cost_percentage
ORD_20230031,CUST_5496,2025-03-11,Clothing_Socks,Clothing,78.57,49.02,8,628.58,392.2,236.38,24,Central,2025,3,1,37.61,62.39
ORD_20230032,CUST_7893,2024-10-01,Sports_Swimming Goggles,Sports,169.62,93.74,6,1017.74,562.45,455.29,72,South,2024,10,4,44.74,55.26
ORD_20230033,CUST_8022,2023-02-07,Beauty_Nail Polish,Beauty,42.34,28.27,2,84.69,56.54,28.15,38,South,2023,2,1,33.24,66.76
ORD_20230034,CUST_8679,2025-08-17,Sports_Swimming Goggles,Sports,70.64,43.57,3,228.16,130.71,97.45,21,Central,2025,8,3,42.71,57.29
ORD_20230035,CUST_4420,2023-06-07,Sports_Tennis Racket,Sports,94.67,62.96,9,949.4,566.67,382.73,54,Online,2023,6,2,40.31,59.69
ORD_20230036,CUST_2184,2023-06-30,Sports_Dumbbells,Sports,289.63,189.97,5,1589.41,949.85,639.56,49,Central,2023,6,2,40.24,59.76
ORD_20230037,CUST_3733,2023-05-08,Home & Garden_Lamp,Home & Garden,857.36,583.73,10,8573.62,5837.32,2736.3,20,Online,2023,5,2,31.92,68.08
ORD_20230038,CUST_1784,2024-09-17,Sports_Bike,Sports,206.28,104.7,10,2062.76,1047.04,1015.71,19,South,2024,9,3,49.24,50.76
ORD_20230039,CUST_9716,2023-09-03,Beauty_Hair Dryer,Beauty,32.89,21.14,3,98.67,63.43,35.25,67,North,2023,9,3,35.73,64.28
ORD_20230040,CUST_9173,2025-04-07,Electronics_Printer,Electronics,1052.88,673.31,1,1052.88,673.31,379.58,25,Online,2025,4,2,36.05,63.95
ORD_20230041,CUST_1853,2024-02-04,Clothing_Socks,Clothing,180.2,90.35,2,360.4,180.71,179.7,19,Online,2024,2,1,49.86,50.14
ORD_20230042,CUST_5777,2023-02-20,Books_Magazine,Books,16.2,11.25,6,97.21,67.52,29.69,39,North,2023,2,1,30.54,69.46
ORD_20230043,CUST_6691,2025-04-17,Home & Garden_Sofa,Home & Garden,572.28,250.72,1,572.28,250.72,321.55,25,North,2025,4,2,56.19,43.81
ORD_20230044,CUST_7966,2025-09-30,Food_Beverages,Food,13.21,5.62,4,52.85,22.49,30.36,47,Central,2025,9,3,57.45,42.55
ORD_20230045,CUST_1830,2025-07-24,Home & Garden_Table,Home & Garden,1464.99,812.91,3,4394.96,2438.72,1956.24,34,Online,2025,7,3,44.51,55.49
ORD_20230046,CUST_2664,2025-12-17,Books_Comic,Books,11.01,7.59,7,87.48,53.1,34.38,26,Online,2025,12,4,39.3,60.7
ORD_20230047,CUST_4343,2024-05-27,Beauty_Shampoo,Beauty,27.78,11.89,9,250.02,107.05,142.97,57,North,2024,5,2,57.18,42.82
ORD_20230048,CUST_8253,2024-12-04,Electronics_Smart Watch,Electronics,1262.27,663.8,10,13921.3,6638.02,7283.28,33,Central,2024,12,4,52.32,47.68
ORD_20230049,CUST_7484,2025-12-28,Sports_Yoga Mat,Sports,258.81,158.16,10,3091.94,1581.56,1510.39,43,Online,2025,12,4,48.85,51.15
ORD_20230050,CUST_8390,2023-12-23,Books_Non-Fiction,Books,11.92,8.16,4,52.6,32.66,19.95,51,Online,2023,12,4,37.93,62.09
ORD_20230051,CUST_9527,2024-03-17,Sports_Bike,Sports,259.1,154.84,4,1036.4,619.36,417.04,33,Online,2024,3,1,40.24,59.76
ORD_20230052,CUST_3427,2023-09-15,Sports_Basketball,Sports,181.95,124.1,8,1455.57,992.8,462.77,29,South,2023,9,3,31.79,68.21
ORD_20230053,CUST_2066,2025-08-14,Food_Snacks,Food,18.95,9.77,1,20.45,9.77,10.68,57,South,2025,8,3,52.22,47.78
ORD_20230054,CUST_9967,2024-02-01,Clothing_Shoes,Clothing,38.14,15.46,3,114.42,46.39,68.03,67,Central,2024,2,1,59.46,40.54
ORD_20230055,CUST_4267,2024-08-27,Books_Comic,Books,37.26,18.71,3,111.79,56.14,55.65,58,Central,2024,8,3,49.78,50.22
ORD_20230056,CUST_9867,2025-04-05,Food_Cereals,Food,18.86,7.77,9,169.74,69.89,99.85,38,North,2025,4,2,58.83,41.17
ORD_20230057,CUST_3143,2024-04-01,Books_Textbook,Books,42.27,29.47,4,169.09,117.88,51.21,35,North,2024,4,2,30.29,69.71
ORD_20230058,CUST_5968,2024-10-24,Sports_Bike,Sports,259.65,137.28,7,1817.53,960.93,856.61,42,Central,2024,10,4,47.13,52.87
ORD_20230059,CUST_1395,2023-03-03,Home & Garden_Refrigerator,Home & Garden,1248.36,619.21,3,3745.09,1857.62,1887.47,66,Online,2023,3,1,50.4,49.6
ORD_20230060,CUST_6486,2024-03-20,Food_Tea,Food,17.25,8.74,4,68.99,34.94,34.05,36,South,2024,3,1,49.35,50.65
ORD_20230061,CUST_2167,2023-05-24,Electronics_Smart Watch,Electronics,657.1,327.63,5,3285.5,1638.15,1647.35,53,North,2023,5,2,50.14,49.86
ORD_20230062,CUST_5729,2024-07-22,Beauty_Hair Dryer,Beauty,13.66,7.49,7,95.65,52.45,43.2,31,Central,2024,7,3,45.16,54.84
ORD_20230063,CUST_3539,2025-01-02,Food_Snacks,Food,14.7,10.16,9,132.34,91.4,40.95,27,South,2025,1,1,30.94,69.06
ORD_20230064,CUST_7938,2025-07-01,Beauty_Nail Polish,Beauty,12.99,7.93,10,129.9,79.28,50.62,26,South,2025,7,3,38.97,61.03
ORD_20230065,CUST_2365,2024-09-25,Electronics_Laptop,Electronics,254.56,108.3,3,763.69,324.91,438.78,25,Online,2024,9,3,57.46,42.54
ORD_20230066,CUST_8419,2024-05-14,Home & Garden_Chair,Home & Garden,1423.51,990.48,4,5694.04,3961.92,1732.13,53,South,2024,5,2,30.42,69.58
ORD_20230067,CUST_5268,2024-03-20,Food_Beverages,Food,12.05,6.35,10,120.51,63.54,56.97,36,Central,2024,3,1,47.27,52.73
ORD_20230068,CUST_4072,2024-10-14,Sports_Basketball,Sports,177.87,110.69,8,1422.96,885.5,537.46,58,Central,2024,10,4,37.77,62.23
ORD_20230069,CUST_1928,2024-01-22,Clothing_Hat,Clothing,62.75,32.63,1,62.75,32.63,30.12,42,Online,2024,1,1,48.0,52.0
ORD_20230070,CUST_6348,2025-07-22,Electronics_Camera,Electronics,1624.01,1126.04,5,8120.04,5630.19,2489.85,33,South,2025,7,3,30.66,69.34
ORD_20230071,CUST_9053,2023-02-16,Food_Tea,Food,5.9,2.88,1,5.9,2.88,3.02,70,South,2023,2,1,51.19,48.81
ORD_20230072,CUST_8575,2024-10-17,Books_Non-Fiction,Books,11.82,5.72,8,94.54,45.79,48.76,55,Online,2024,10,4,51.58,48.43
ORD_20230073,CUST_5964,2024-10-29,Clothing_T-Shirt,Clothing,50.54,30.02,8,404.34,240.2,164.14,67,Online,2024,10,4,40.59,59.41
ORD_20230074,CUST_7132,2023-02-10,Beauty_Perfume,Beauty,98.69,60.15,1,98.69,60.15,38.54,26,North,2023,2,1,39.05,60.95
ORD_20230075,CUST_8026,2024-04-05,Sports_Basketball,Sports,92.22,40.57,3,276.67,121.72,154.95,23,South,2024,4,2,56.01,43.99
ORD_20230076,CUST_8418,2023-09-13,Electronics_Smart Watch,Electronics,1265.49,664.98,8,10123.91,5319.84,4804.07,47,South,2023,9,3,47.45,52.55
ORD_20230077,CUST_8449,2025-05-26,Electronics_Smart Watch,Electronics,150.1,76.99,1,150.1,76.99,73.11,35,Online,2025,5,2,48.71,51.29
ORD_20230078,CUST_8266,2023-03-04,Books_Magazine,Books,48.8,31.85,1,48.8,31.85,16.95,51,North,2023,3,1,34.73,65.27
ORD_20230079,CUST_6989,2024-05-25,Electronics_Smartphone,Electronics,125.98,53.24,1,125.98,53.24,72.74,22,Central,2024,5,2,57.74,42.26
ORD_20230080,CUST_8245,2025-02-09,Books_Non-Fiction,Books,40.76,27.86,10,407.59,278.56,129.03,36,North,2025,2,1,31.66,68.34
ORD_20230081,CUST_4419,2024-04-01,Electronics_Smartphone,Electronics,1912.7,1112.91,1,1912.7,1112.91,799.79,66,Online,2024,4,2,41.81,58.19
ORD_20230082,CUST_5363,2023-04-05,Clothing_T-Shirt,Clothing,23.99,13.18,6,143.96,79.1,64.86,71,Central,2023,4,2,45.05,54.95
ORD_20230083,CUST_3814,2025-12-13,Food_Beverages,Food,12.1,8.02,9,120.39,72.18,48.2,34,Online,2025,12,4,40.04,59.96
ORD_20230084,CUST_7241,2025-05-02,Clothing_Socks,Clothing,146.73,68.07,6,880.41,408.41,472.0,51,South,2025,5,2,53.61,46.39
ORD_20230085,CUST_8648,2025-03-08,Home & Garden_Sofa,Home & Garden,684.34,459.36,4,2737.35,1837.44,899.91,74,South,2025,3,1,32.88,67.12
ORD_20230086,CUST_5892,2025-09-10,Home & Garden_Sofa,Home & Garden,624.99,366.63,3,1874.96,1099.9,775.06,34,North,2025,9,3,41.34,58.66
ORD_20230087,CUST_8941,2025-06-18,Clothing_Dress,Clothing,186.79,102.29,4,747.14,409.16,337.98,41,North,2025,6,2,45.24,54.76
ORD_20230088,CUST_8830,2023-02-22,Electronics_Laptop,Electronics,724.63,427.55,3,2173.88,1282.64,891.25,64,North,2023,2,1,41.0,59.0
ORD_20230089,CUST_9472,2025-04-27,Sports_Dumbbells,Sports,129.09,78.65,4,516.34,314.61,201.73,57,Online,2025,4,2,39.07,60.93
ORD_20230090,CUST_6124,2024-10-28,Sports_Tennis Racket,Sports,292.34,169.72,3,877.01,509.17,367.83,36,North,2024,10,4,41.94,58.06
ORD_20230091,CUST_1523,2024-08-26,Food_Chocolate,Food,5.19,2.21,1,5.61,2.21,3.39,22,North,2024,8,3,60.43,39.39
ORD_20230092,CUST_6240,2024-06-29,Clothing_Socks,Clothing,79.42,39.43,10,794.18,394.29,399.89,74,Central,2024,6,2,50.35,49.65
ORD_20230093,CUST_2276,2023-08-02,Sports_Yoga Mat,Sports,59.74,30.66,1,71.56,30.66,40.91,43,Online,2023,8,3,57.17,42.85
ORD_20230094,CUST_7809,2023-10-30,Books_Fiction,Books,19.44,12.21,8,155.56,97.69,57.87,19,North,2023,10,4,37.2,62.8
ORD_20230095,CUST_2906,2024-06-09,Electronics_Printer,Electronics,1405.61,918.33,2,2811.23,1836.67,974.56,55,Central,2024,6,2,34.67,65.33
ORD_20230096,CUST_7229,2025-11-04,Books_Magazine,Books,39.5,17.96,7,322.23,125.71,196.52,74,North,2025,11,4,60.99,39.01
ORD_20230097,CUST_1232,2025-03-22,Books_Magazine,Books,45.62,26.37,4,182.48,105.49,76.99,27,Central,2025,3,1,42.19,57.81
ORD_20230098,CUST_7891,2023-04-19,Home & Garden_Lamp,Home & Garden,176.03,98.78,2,352.07,197.56,154.51,64,Online,2023,4,2,43.89,56.11
ORD_20230099,CUST_1876,2024-08-17,Food_Chocolate,Food,7.11,3.62,10,78.16,36.17,41.98,51,Central,2024,8,3,53.71,46.28
ORD_20230100,CUST_4517,2024-10-23,Home & Garden_Washing Machine,Home & Garden,271.65,128.7,4,1086.58,514.81,571.77,47,Central,2024,10,4,52.62,47.38
ORD_20230101,CUST_2063,2023-12-16,Sports_Dumbbells,Sports,30.86,20.14,3,114.75,60.43,54.32,68,Central,2023,12,4,47.34,52.66
ORD_20230102,CUST_1117,2025-07-08,Sports_Dumbbells,Sports,270.53,154.96,4,1178.11,619.85,558.26,32,South,2025,7,3,47.39,52.61
ORD_20230103,CUST_7316,2024-05-18,Beauty_Nail Polish,Beauty,68.52,46.51,8,548.17,372.1,176.06,43,Central,2024,5,2,32.12,67.88
ORD_20230104,CUST_7283,2023-11-22,Books_Comic,Books,22.95,12.11,1,25.77,12.11,13.66,37,North,2023,11,4,53.01,46.99
ORD_20230105,CUST_4744,2023-03-31,Clothing_Socks,Clothing,71.95,41.33,4,287.81,165.31,122.5,30,Central,2023,3,1,42.56,57.44
ORD_20230106,CUST_2619,2025-06-20,Clothing_Dress,Clothing,118.75,67.05,2,237.5,134.11,103.39,30,Online,2025,6,2,43.53,56.47
ORD_20230107,CUST_4490,2023-11-17,Beauty_Makeup,Beauty,5.26,2.29,8,49.2,18.3,30.9,55,Central,2023,11,4,62.8,37.2
ORD_20230108,CUST_9162,2023-11-14,Food_Beverages,Food,9.35,6.36,9,93.72,57.23,36.49,51,Online,2023,11,4,38.94,61.06
ORD_20230109,CUST_3898,2025-07-06,Sports_Tennis Racket,Sports,54.84,35.02,3,189.14,105.05,84.1,38,North,2025,7,3,44.46,55.54
ORD_20230110,CUST_7943,2024-07-27,Electronics_Headphones,Electronics,700.77,403.99,2,1401.55,807.98,593.57,57,Online,2024,7,3,42.35,57.65
ORD_20230111,CUST_5033,2024-02-26,Sports_Swimming Goggles,Sports,228.07,125.62,9,2052.62,1130.62,922.0,34,North,2024,2,1,44.92,55.08
ORD_20230112,CUST_2202,2025-03-31,Food_Coffee,Food,6.12,3.45,6,36.73,20.68,16.06,23,Central,2025,3,1,43.72,56.3
ORD_20230113,CUST_3204,2024-07-07,Home & Garden_Sofa,Home & Garden,1324.01,726.39,7,9268.09,5084.72,4183.36,44,Online,2024,7,3,45.14,54.86
ORD_20230114,CUST_5612,2024-07-03,Sports_Swimming Goggles,Sports,216.49,137.16,1,255.79,137.16,118.62,21,South,2024,7,3,46.37,53.62
ORD_20230115,CUST_4228,2025-05-14,Beauty_Nail Polish,Beauty,55.97,28.75,8,447.73,229.97,217.75,69,Online,2025,5,2,48.63,51.36
ORD_20230116,CUST_1793,2023-02-16,Electronics_Headphones,Electronics,1472.28,906.94,3,4416.84,2720.82,1696.02,68,Online,2023,2,1,38.4,61.6
ORD_20230117,CUST_7166,2023-03-10,Home & Garden_Refrigerator,Home & Garden,313.32,210.72,6,1879.9,1264.3,615.6,23,Online,2023,3,1,32.75,67.25
ORD_20230118,CUST_8790,2025-03-25,Books_Comic,Books,47.89,21.36,8,383.13,170.88,212.25,35,North,2025,3,1,55.4,44.6
ORD_20230119,CUST_4876,2025-04-07,Food_Snacks,Food,18.78,10.69,4,75.11,42.78,32.33,22,Online,2025,4,2,43.04,56.96
ORD_20230120,CUST_8196,2023-05-07,Food_Chocolate,Food,15.88,8.14,9,142.94,73.23,69.71,71,Central,2023,5,2,48.77,51.23
ORD_20230121,CUST_4030,2025-02-17,Books_Non-Fiction,Books,14.91,7.02,10,149.12,70.2,78.92,63,Online,2025,2,1,52.92,47.08
ORD_20230122,CUST_8112,2025-04-04,Electronics_Smartphone,Electronics,1752.8,973.95,8,14022.42,7791.58,6230.84,32,North,2025,4,2,44.43,55.57
ORD_20230123,CUST_8973,2023-07-21,Books_Comic,Books,23.34,12.12,9,210.06,109.12,100.94,43,Central,2023,7,3,48.05,51.95
ORD_20230124,CUST_5971,2024-01-21,Electronics_Printer,Electronics,759.21,471.66,1,759.21,471.66,287.55,60,Central,2024,1,1,37.87,62.13
ORD_20230125,CUST_7320,2025-02-01,Books_Textbook,Books,33.11,14.89,5,165.53,74.43,91.1,41,North,2025,2,1,55.04,44.96
ORD_20230126,CUST_5944,2023-10-12,Food_Snacks,Food,13.38,5.4,5,66.9,27.02,39.88,66,Central,2023,10,4,59.61,40.39
ORD_20230127,CUST_2759,2024-11-19,Home & Garden_Refrigerator,Home & Garden,651.2,277.16,8,5800.49,2217.25,3583.24,66,Central,2024,11,4,61.77,38.23
ORD_20230128,CUST_9477,2023-08-03,Home & Garden_Bed,Home & Garden,556.61,300.83,1,556.61,300.83,255.78,62,North,2023,8,3,45.95,54.05
ORD_20230129,CUST_6083,2025-11-08,Home & Garden_Lamp,Home & Garden,476.36,292.59,2,1139.67,585.18,554.49,19,South,2025,11,4,48.65,51.35
ORD_20230130,CUST_5873,2025-08-04,Electronics_Headphones,Electronics,445.66,293.49,7,3119.64,2054.4,1065.25,20,Online,2025,8,3,34.15,65.85
ORD_20230131,CUST_1832,2023-06-11,Sports_Swimming Goggles,Sports,22.24,9.94,2,50.37,19.87,30.5,24,North,2023,6,2,60.55,39.45
ORD_20230132,CUST_4675,2024-03-18,Clothing_T-Shirt,Clothing,38.74,24.79,3,116.22,74.38,41.84,68,North,2024,3,1,36.0,64.0
ORD_20230133,CUST_5547,2025-10-03,Clothing_T-Shirt,Clothing,37.9,17.92,8,303.2,143.4,159.8,63,Central,2025,10,4,52.7,47.3
ORD_20230134,CUST_9966,2023-06-14,Home & Garden_Washing Machine,Home & Garden,639.27,317.84,2,1278.54,635.69,642.85,24,South,2023,6,2,50.28,49.72
ORD_20230135,CUST_5177,2023-05-31,Home & Garden_Washing Machine,Home & Garden,88.47,40.2,4,353.89,160.82,193.07,46,Online,2023,5,2,54.56,45.44
ORD_20230136,CUST_5566,2024-05-28,Electronics_Smartphone,Electronics,1653.14,830.78,10,16531.43,8307.79,8223.64,19,Central,2024,5,2,49.75,50.25
ORD_20230137,CUST_8083,2024-01-31,Home & Garden_Refrigerator,Home & Garden,955.02,499.3,9,8595.14,4493.74,4101.4,51,North,2024,1,1,47.72,52.28
ORD_20230138,CUST_5223,2025-05-03,Food_Beverages,Food,4.52,2.99,8,36.18,23.9,12.28,63,Central,2025,5,2,33.94,66.06
ORD_20230139,CUST_9428,2025-01-05,Home & Garden_Chair,Home & Garden,752.93,416.92,9,6776.36,3752.32,3024.04,57,South,2025,1,1,44.63,55.37
ORD_20230140,CUST_1074,2024-05-08,Electronics_Headphones,Electronics,351.32,235.45,2,702.65,470.9,231.75,40,North,2024,5,2,32.98,67.02
ORD_20230141,CUST_8184,2025-04-17,Home & Garden_Lamp,Home & Garden,818.01,527.22,9,7362.08,4744.98,2617.1,55,South,2025,4,2,35.55,64.45
ORD_20230142,CUST_1645,2025-09-24,Clothing_Shoes,Clothing,57.16,23.05,5,285.78,115.25,170.52,44,North,2025,9,3,59.67,40.33
ORD_20230143,CUST_3969,2024-12-31,Food_Coffee,Food,6.51,3.84,5,38.46,19.21,19.24,24,South,2024,12,4,50.03,49.95
ORD_20230144,CUST_6490,2024-12-02,Electronics_Laptop,Electronics,415.94,258.47,3,1433.83,775.4,658.42,70,Online,2024,12,4,45.92,54.08
ORD_20230145,CUST_2333,2023-05-29,Clothing_Jacket,Clothing,71.96,36.46,1,71.96,36.46,35.5,56,Online,2023,5,2,49.33,50.67
ORD_20230146,CUST_2762,2023-04-08,Books_Textbook,Books,47.47,29.42,1,47.47,29.42,18.05,53,Central,2023,4,2,38.02,61.98
ORD_20230147,CUST_3343,2025-08-15,Food_Cereals,Food,4.78,2.81,2,11.09,5.62,5.48,70,North,2025,8,3,49.41,50.68
ORD_20230148,CUST_2252,2023-03-02,Food_Snacks,Food,12.77,6.87,3,38.31,20.61,17.7,20,South,2023,3,1,46.2,53.8
ORD_20230149,CUST_5090,2023-04-18,Food_Beverages,Food,19.42,7.8,3,58.26,23.39,34.86,54,Online,2023,4,2,59.84,40.15
ORD_20230150,CUST_3708,2025-03-27,Home & Garden_Chair,Home & Garden,1427.84,762.19,8,11422.75,6097.49,5325.27,36,Online,2025,3,1,46.62,53.38
ORD_20230151,CUST_4993,2024-01-09,Home & Garden_Table,Home & Garden,1281.33,608.51,9,11532.0,5476.55,6055.45,29,Central,2024,1,1,52.51,47.49
ORD_20230152,CUST_6913,2024-05-03,Food_Cereals,Food,14.06,5.81,7,98.41,40.67,57.74,34,Central,2024,5,2,58.67,41.33
ORD_20230153,CUST_9007,2025-09-07,Books_Fiction,Books,46.62,19.12,5,233.1,95.61,137.48,24,North,2025,9,3,58.98,41.02
ORD_20230154,CUST_5497,2025-04-06,Books_Non-Fiction,Books,41.81,26.07,4,167.25,104.29,62.97,56,Central,2025,4,2,37.65,62.36
ORD_20230155,CUST_3983,2024-09-06,Home & Garden_Chair,Home & Garden,992.74,505.71,2,1985.49,1011.42,974.06,20,North,2024,9,3,49.06,50.94
ORD_20230156,CUST_1920,2025-09-12,Books_Non-Fiction,Books,12.61,6.24,1,12.61,6.24,6.38,21,North,2025,9,3,50.59,49.48
ORD_20230157,CUST_4241,2024-12-22,Sports_Swimming Goggles,Sports,267.5,156.43,2,694.48,312.85,381.63,72,Central,2024,12,4,54.95,45.05
ORD_20230158,CUST_3032,2023-09-08,Clothing_Hat,Clothing,115.21,78.54,3,345.63,235.62,110.01,56,South,2023,9,3,31.83,68.17
ORD_20230159,CUST_1920,2024-04-21,Food_Beverages,Food,13.3,8.8,9,119.66,79.22,40.43,27,South,2024,4,2,33.79,66.2
ORD_20230160,CUST_7467,2023-12-06,Electronics_Smart Watch,Electronics,1491.32,598.02,8,14830.97,4784.19,10046.78,47,South,2023,12,4,67.74,32.26
ORD_20230161,CUST_9056,2023-10-20,Books_Magazine,Books,21.09,14.2,9,189.82,127.77,62.05,32,North,2023,10,4,32.69,67.31
ORD_20230162,CUST_5805,2025-08-21,Clothing_Shoes,Clothing,192.15,122.86,5,960.77,614.32,346.46,60,Online,2025,8,3,36.06,63.94
ORD_20230163,CUST_6690,2025-03-17,Books_Textbook,Books,28.7,16.76,9,258.26,150.83,107.43,24,Online,2025,3,1,41.6,58.4
ORD_20230164,CUST_7402,2025-06-03,Food_Cereals,Food,4.17,1.73,9,44.02,15.53,28.49,43,North,2025,6,2,64.72,35.28
ORD_20230165,CUST_8657,2023-02-23,Books_Non-Fiction,Books,45.35,30.76,10,453.51,307.63,145.88,66,North,2023,2,1,32.17,67.83
ORD_20230166,CUST_8287,2024-02-23,Home & Garden_Lamp,Home & Garden,1059.23,472.6,3,3177.69,1417.79,1759.9,55,North,2024,2,1,55.38,44.62
ORD_20230167,CUST_8490,2025-06-11,Books_Magazine,Books,33.72,19.35,2,67.44,38.71,28.73,28,North,2025,6,2,42.6,57.4
ORD_20230168,CUST_1954,2024-09-26,Sports_Basketball,Sports,150.85,62.35,2,301.71,124.7,177.01,29,South,2024,9,3,58.67,41.33
ORD_20230169,CUST_9228,2025-09-10,Home & Garden_Sofa,Home & Garden,57.37,34.92,10,573.69,349.21,224.48,35,South,2025,9,3,39.13,60.87
ORD_20230170,CUST_1317,2025-08-30,Sports_Basketball,Sports,36.7,24.05,8,334.34,192.4,141.94,62,Online,2025,8,3,42.45,57.55
ORD_20230171,CUST_8314,2024-11-28,Electronics_Tablet,Electronics,760.84,459.09,1,969.03,459.09,509.93,23,Online,2024,11,4,52.62,47.38
ORD_20230172,CUST_5286,2023-04-02,Sports_Swimming Goggles,Sports,59.84,26.82,9,538.58,241.35,297.23,70,South,2023,4,2,55.19,44.81
ORD_20230173,CUST_8561,2024-02-26,Electronics_Printer,Electronics,1775.11,1221.98,9,15975.99,10997.79,4978.21,68,Central,2024,2,1,31.16,68.84
