date,disaster_type,event_name,event_confidence,location,location_confidence,severity_level,start_time,start_time_confidence,peak_time,peak_time_confidence,end_time,end_time_confidence,title,source,category,wind_speed,rainfall,casualties,damages,extraction_quality,qa_flags,url,scrape_time
2008-06-25,Ô nhiễm môi trường nghiêm trọng,Bão Senyar,0.75,"Thái Bình, Gia Lai, Bình Dương, Biển Đông",1.0,Nhẹ,,,,,,,KCN gây ô nhiễm môi trường nghiêm trọng,Người Lao Động,Thiên tai môi trường – con người gây ra,cấp 6,,409 người chết,,0.75,,https://vnexpress.net/them-mot-ap-thap-nhiet-doi-hoat-dong-gan-bien-dong-4987402.html,2025-12-06T14:42:10.561842
2008-07-18,"Lốc xoáy, vòi rồng",Bão Wutip,0.95,"Cao Bằng, Thái Nguyên, Lạng Sơn, Bắc Ninh, Biển Đông",0.9828571428571429,Không xác định,,,,,,,Lốc xoáy,Tuổi Trẻ,Thiên tai khí tượng – thủy văn,,,"241 người chết, 389 người bị thương",,0.7276190476190476,,https://vnexpress.net/bien-dong-con-khoang-ba-con-bao-ap-thap-nhiet-doi-4952323.html,2025-12-06T13:36:07.823256
2008-08-15,Ô nhiễm môi trường nghiêm trọng,Bão Wutip,0.95,"Biển Đông, Trường Sa, Miền Trung, Miền Bắc",0.94,Trung bình,,,,,,,Khắc phục ô nhiễm môi trường nghiêm trọng tại sông Thị Vải,Người Lao Động,Thiên tai môi trường – con người gây ra,cấp 9,,,,0.7133333333333333,,https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4985331.html,2025-12-06T14:41:25.798278
2008-08-17,Ô nhiễm môi trường nghiêm trọng,"Bão, áp thấp nhiệt đới Quảng Ninh",0.65,"Quảng Ninh, Hưng Yên, Ninh Bình, Thanh Hóa, Nghệ An",1.0,Nhẹ,,,,,,,Ô nhiễm môi trường nghiêm trọng tại các khu công nghiệp,Người Lao Động,Thiên tai môi trường – con người gây ra,cấp 6,,5 người bị thương,,0.7166666666666667,,https://vnexpress.net/ap-thap-nhiet-doi-huong-vinh-bac-bo-4927833.html,2025-12-06T14:42:03.010624
2008-09-12,"Sự cố hóa chất, phóng xạ","Bão, áp thấp nhiệt đới Đà Nẵng",0.65,"Đà Nẵng, Quảng Bình, Quảng Trị, sông Thạch Hãn, sông Hương",0.99,Không xác định,,,,,,,Tiêu chí giải thưởng Doanh nghiệp xanh,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,,,11 người chết,,0.63,,https://vnexpress.net/bao-wutip-suy-yeu-thanh-ap-thap-nhiet-doi-4898896.html,2025-12-06T14:47:42.101338
2008-10-03,Ô nhiễm môi trường nghiêm trọng,Bão Fengshen,0.95,"Đà Nẵng, Hà Tĩnh, Quảng Trị, Quảng Ngãi, Biển Đông",0.97,Nhẹ,,,,,,,Công bố tên các doanh nghiệp “giết” môi trường,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 6,200 mm,,,0.8066666666666666,,https://vnexpress.net/bao-fengshen-suy-yeu-ap-thap-nhiet-doi-moi-hinh-thanh-gan-bien-dong-4954623.html,2025-12-06T14:40:09.878260
2008-10-07,Ô nhiễm môi trường nghiêm trọng,Bão Koto,0.75,"Đà Nẵng, Quảng Trị, Gia Lai, An Giang, Biển Đông",0.98,Trung bình,,,,,,,Sẽ kiến nghị đình chỉ 3 công ty gây ô nhiễm nghiêm trọng,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 8,,"409 người chết, 727 người bị thương",,0.7433333333333333,,https://vnexpress.net/ap-thap-nhiet-doi-suy-yeu-bao-koto-giu-cap-9-4987764.html,2025-12-06T14:40:29.332342
2009-01-05,"Sương muối, rét đậm – rét hại",Bão Tapah,0.95,"Nghệ An, Hà Tĩnh, Quảng Trị, Biển Đông",1.0,Không xác định,,,,,,,Miền Bắc sắp có đợt rét hại,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.65,,https://vnexpress.net/ap-thap-nhiet-doi-vao-bien-dong-sap-manh-len-thanh-bao-4940474.html,2025-12-06T13:58:04.944242
2009-01-13,"Sương muối, rét đậm – rét hại",Bão Kajiki,0.95,"Hà Nội, Lào Cai, Yên Bái, Bắc Ninh, Thanh Hóa",0.9890909090909091,Nhẹ,,,,,,,Dân vùng cao lao đao vì rét,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 6,,"47 người bị thương, 5 người mất tích",,0.813030303030303,,https://vnexpress.net/ap-thap-nhiet-doi-hinh-thanh-tren-bien-dong-4932051.html,2025-12-06T13:59:03.019214
2009-02-02,Núi lửa phun,"Bão, áp thấp nhiệt đới Hà Nội",0.65,"Hà Nội, Hải Phòng, Quảng Ninh, Kiên Giang, Biển Đông",1.0,Nghiêm trọng,,,,,,,Núi lửa phun trào gần Tokyo,VnExpress,Thiên tai địa chất,cấp 10,,,,0.6333333333333333,,https://vnexpress.net/ap-thap-nhiet-doi-hinh-thanh-tren-bien-dong-4896717.html,2025-12-06T14:13:50.835190
2009-03-09,"Lốc xoáy, vòi rồng","Bão, áp thấp nhiệt đới Biển Đông",0.65,Biển Đông,1.0,Không xác định,,,,,,,Lốc xoáy “vòi rồng” trên vùng biển Rạch Giá,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://vnexpress.net/nam-con-bao-ap-thap-nhiet-doi-se-anh-huong-viet-nam-3142857.html,2025-12-06T13:34:42.014317
2009-03-12,"Sự cố hóa chất, phóng xạ",Bão Nongfa,0.75,"Quảng Ninh, Thanh Hóa, Hà Tĩnh, Quảng Trị, Biển Đông",0.9828571428571429,Nhẹ,,,,,,,"Cơ sở sản xuất, kinh doanh, dịch vụ tập trung thì cần phải đảm bảo các yêu cầu gì về môi trường?",Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,cấp 6,,"9 người chết, 77 người bị thương",,0.7442857142857143,,https://vnexpress.net/ap-thap-nhiet-doi-o-bien-dong-nguy-co-manh-thanh-bao-4935782.html,2025-12-06T14:47:30.947376
2009-05-08,Tràn dầu,"Bão, áp thấp nhiệt đới Đà Nẵng",0.65,"Đà Nẵng, Biển Đông, Tây Nguyên, Miền Trung, Miền Bắc",0.952,Không xác định,,,,,,,Tập trung xử lý sự cố tràn dầu trên biển,Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5339999999999999,,https://vnexpress.net/bao-ap-thap-nhiet-doi-nam-nay-nhieu-hon-2010-2191380.html,2025-12-06T14:45:31.875683
2009-05-18,"Lũ, lũ quét","Bão, áp thấp nhiệt đới Hà Nội",0.65,"Hà Nội, Hải Phòng, Quảng Ninh, Biển Đông, Trường Sa",1.0,Rất nghiêm trọng,,,,,,,Giữa tuần lại có mưa to,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 14,70 mm,,,0.7166666666666667,,https://vnexpress.net/ap-thap-nhiet-doi-manh-len-thanh-bao-4897240.html,2025-12-06T13:42:47.268197
2009-07-08,Ô nhiễm môi trường nghiêm trọng,Bão Wutip,0.95,"Nghệ An, Khánh Hòa, Biển Đông, Miền Bắc",0.97,Nhẹ,,,,,,,Chùm ảnh: Nhếch nhác đường bờ sông Tô Lịch,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 6,,"241 người chết, 389 người bị thương",,0.8066666666666666,,https://vnexpress.net/ap-thap-nhiet-doi-vao-bien-dong-4954952.html,2025-12-06T14:40:59.941653
2009-09-16,"Lốc xoáy, vòi rồng",Bão Bualoi,0.95,"Hà Nội, Đà Nẵng, Hải Phòng, Quảng Ninh, Hưng Yên",1.0,Nhẹ,,,,,,,Kinh hoàng khi thiên nhiên “nổi giận”,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 7,,"15 người chết, 17 người mất tích",,0.8166666666666668,,https://vnexpress.net/bao-ragasa-suy-yeu-thanh-ap-thap-nhiet-doi-4943499.html,2025-12-06T13:34:57.877430
2009-09-28,Tràn dầu,Bão Senyar,0.75,"Đà Nẵng, Thái Bình, Quảng Trị, Khánh Hòa, Gia Lai",0.9922222222222222,Nhẹ,,,,,,,"Kho xăng tràn dầu, dân đổ xô đi “mót”",Dân Trí,Thiên tai môi trường – con người gây ra,cấp 6,,409 người chết,,0.7474074074074074,,https://vnexpress.net/ap-thap-nhiet-doi-tu-an-do-duong-vao-bien-dong-4987576.html,2025-12-06T14:45:08.042022
2009-11-18,"Sương muối, rét đậm – rét hại",Bão Kajiki,0.95,"Hà Nội, Đà Nẵng, Lào Cai, Sơn La, Phú Thọ",0.9840000000000001,Nhẹ,,,,,,,Miền Bắc có thể có sương muối,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 6,75 mm,,,0.8113333333333334,,https://vnexpress.net/bao-kajiki-suy-yeu-thanh-ap-thap-nhiet-doi-4931438.html,2025-12-06T13:58:22.010334
2009-11-19,"Sương muối, rét đậm – rét hại","Bão, áp thấp nhiệt đới Hà Nội",0.65,"Hà Nội, Hải Phòng, Lào Cai, Sơn La, Quảng Ninh",1.0,Nhẹ,,,,,,,Thêm đợt không khí lạnh tăng cường ở phía Bắc,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 7,60 mm,,,0.7166666666666667,,https://vnexpress.net/bao-wipha-suy-yeu-thanh-ap-thap-nhiet-doi-4917542.html,2025-12-06T13:58:26.024480
2009-12-02,"Sự cố hóa chất, phóng xạ",Bão Bualoi,0.95,"Hà Nội, Lào Cai, Phú Thọ, Thanh Hóa, Nghệ An",0.9946153846153846,Nhẹ,,,,,,,Đừng thờ ơ với nguy cơ bức xạ không an toàn,Sài Gòn Giải Phóng,Thiên tai môi trường – con người gây ra,cấp 5,,"29 người chết, 139 người bị thương, 22 người mất tích",,0.8148717948717948,,https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4945937.html,2025-12-06T14:47:32.923756
2009-12-11,"Sương muối, rét đậm – rét hại",Bão Wutip,0.95,"Quảng Ninh, Lâm Đồng, Biển Đông, Hoàng Sa, Miền Bắc",0.96,Nhẹ,,,,,,,"Giữa tháng 12, Miền Bắc rét đậm, rét hại",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 4,,"241 người chết, 389 người bị thương",,0.8033333333333333,,https://vnexpress.net/ap-thap-nhiet-doi-gan-bien-dong-manh-len-thanh-bao-4952806.html,2025-12-06T13:58:54.073007
2009-12-14,"Sương muối, rét đậm – rét hại","Bão, áp thấp nhiệt đới Thái Bình",0.65,"Thái Bình, Bình Dương, Biển Đông, Tây Nguyên, Miền Trung",0.976,Không xác định,,,,,,,"Miền Bắc trời rét, Nam bộ có mưa",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,"409 người chết, 727 người bị thương",,0.6253333333333333,,https://vnexpress.net/vi-sao-bien-dong-nhieu-bao-nhat-trong-30-nam-qua-4986715.html,2025-12-06T13:58:03.081184
2009-12-19,"Sương muối, rét đậm – rét hại","Bão, áp thấp nhiệt đới Đà Nẵng",0.65,"Đà Nẵng, Thanh Hóa, Quảng Trị, Quảng Ngãi, Khánh Hòa",0.9810000000000001,Nghiêm trọng,,,,,,,"Miền Bắc rét đậm, miền Nam sẽ có sương mù",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 10,35 mm,,,0.7103333333333334,,https://vnexpress.net/bao-kalmaegi-suy-yeu-thanh-ap-thap-nhiet-doi-4960982.html,2025-12-06T13:58:52.816580
2010-01-29,"Sương muối, rét đậm – rét hại",Bão Koto,0.75,"Đà Nẵng, Quảng Ngãi, Khánh Hòa, Gia Lai, Lâm Đồng",0.9828571428571429,Nhẹ,,,,,,,"Thời tiết Xuân Canh Dần: Miền Bắc rét, miền Nam dễ chịu",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,cấp 6,70 mm,,,0.7442857142857143,,https://vnexpress.net/bao-koto-suy-yeu-thanh-ap-thap-nhiet-doi-4988377.html,2025-12-06T13:58:37.626140
2010-02-24,Hạn hán,Bão Bualoi,0.95,"Hà Nội, Hải Phòng, Lào Cai, Sơn La, Hòa Bình",1.0,Nhẹ,,,,,,,Tây Nam Trung Quốc hạn hán nghiêm trọng,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6,70 mm,"10 người chết, 18 người bị thương",,0.9,,https://vnexpress.net/bao-bualoi-suy-yeu-thanh-ap-thap-nhiet-doi-4944991.html,2025-12-06T13:52:40.013186
2010-03-18,Dịch bệnh ở người,"Bão, áp thấp nhiệt đới Hà Nội",0.65,"Hà Nội, Đà Nẵng, Hưng Yên, Ninh Bình, Thanh Hóa",0.9941666666666666,Trung bình,,,,,,,Hà Nội xuất hiện bệnh nhân nhiễm khuẩn tả,Dân Trí,Thiên tai sinh học,cấp 8,,5 người bị thương,,0.7147222222222221,,https://vnexpress.net/ap-thap-nhiet-doi-huong-vao-bien-dong-4930179.html,2025-12-06T14:23:40.279581
2010-03-18,Hạn hán,Bão Kajiki,0.95,"Hà Nội, Đà Nẵng, Sơn La, Phú Thọ, Bắc Ninh",0.9941666666666666,Nhẹ,,,,,,,Đường băng Trung Quốc nứt toác vì hạn hán,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 6,150 mm,"6 người chết, 47 người bị thương",,0.8980555555555556,,https://vnexpress.net/ap-thap-nhiet-doi-bat-dau-gay-mua-cho-mien-trung-4933333.html,2025-12-06T13:52:25.226890
2010-03-20,Ô nhiễm môi trường nghiêm trọng,Bão Kajiki,0.95,"Hà Nội, Đà Nẵng, Hà Giang, Thái Nguyên, Bắc Ninh",0.9958823529411764,Nghiêm trọng,,,,,,,Cá chết trắng hồ Trúc Bạch,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 10,300 mm,"102 người chết, 727 người bị thương",,0.8986274509803921,,https://vnexpress.net/bao-lu-gay-thiet-hai-hon-85-000-ty-dong-4985965.html,2025-12-06T14:40:24.303210
2010-04-01,Núi lửa phun,Bão Koto,0.75,"Đà Nẵng, Khánh Hòa, Gia Lai, Lâm Đồng, Biển Đông",0.9828571428571429,Trung bình,,,,,,,Sốt vé xem núi lửa phun trào ở Iceland,Dân Trí,Thiên tai địa chất,cấp 9,,,,0.660952380952381,,https://dantri.com.vn/thoi-su/hai-kich-ban-cua-bao-koto-tac-dong-den-nuoc-ta-20251126104726403.htm,2025-12-06T14:15:30.900693
2010-04-26,Tràn dầu,"Bão, áp thấp nhiệt đới Biển Đông",0.65,"Biển Đông, Trường Sa, Miền Trung",0.96,Trung bình,,,,,,,Mỹ đối mặt với thảm hoạ tràn dầu sau vụ chìm dàn khoan,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 9,,,,0.62,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-co-the-vao-bien-dong-dem-nay-va-manh-len-thanh-bao-20251125064730134.htm,2025-12-06T14:44:51.373961
2010-08-10,Tràn dầu,"Bão, áp thấp nhiệt đới 11/12/2020",0.7,"Biển Đông, Tây Nguyên, Miền Bắc",0.96,Không xác định,,,,,,,"Ấn Độ: Tàu chở hàng lật nghiêng, gây tràn dầu ra biển",Dân Trí,Thiên tai môi trường – con người gây ra,,,,,0.5533333333333333,,https://dantri.com.vn/thoi-su/bao-ap-thap-nhiet-doi-se-don-dap-xuat-hien-trong-thang-10-va-11-20200930001559384.htm,2025-12-06T14:44:46.213879
2010-08-29,"Lốc xoáy, vòi rồng","Bão, áp thấp nhiệt đới Thanh Hóa",0.65,"Thanh Hóa, Nghệ An, Hà Tĩnh, Bình Thuận, sông Hồng",1.0,Không xác định,,,,,,,“Lốc xoáy lửa” xuất hiện tại Hawaii,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.5499999999999999,,https://dantri.com.vn/thoi-su/tu-nay-den-cuoi-nam-bien-dong-con-don-bao-nhieu-con-bao-20210914160453281.htm,2025-12-06T13:35:28.305255
2010-09-20,Sinh vật ngoại lai xâm hại,Bão Senyar,0.75,"Thái Bình, Bình Dương, Hồ Chí Minh, Biển Đông, TP.HCM",0.976,Không xác định,,,,,,,Siết chặt quản lý sinh vật ngoại nhập,Sài Gòn Giải Phóng,Thiên tai sinh học,,,300 người chết,,0.6586666666666666,,https://dantri.com.vn/thoi-su/tphcm-ung-pho-voi-ap-thap-nhiet-doi-ky-la-chua-tung-co-trong-lich-su-20251129133249241.htm,2025-12-06T14:32:44.694484
2010-09-29,Ngập úng,"Bão, áp thấp nhiệt đới Biển Đông",0.65,"Biển Đông, Trường Sa, Miền Trung",0.96,Nghiêm trọng,,,,,,,“Nóng” nỗi lo ngập úng trong mùa mưa,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 10,,,,0.62,,https://dantri.com.vn/thoi-su/bao-so-15-se-lien-tuc-tang-cap-khi-vao-bien-dong-20251125203558320.htm,2025-12-06T13:47:36.824520
2010-10-12,Ngập úng,"Bão, áp thấp nhiệt đới Quảng Trị",0.65,"Quảng Trị, An Giang, Biển Đông, Trường Sa, Miền Trung",0.976,Trung bình,,,,,,,Ngập úng nặng vì mưa to kéo dài,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,0.6253333333333333,,https://dantri.com.vn/thoi-su/cac-tinh-nam-trung-bo-san-sang-ung-pho-con-bao-so-15-20251124161057041.htm,2025-12-06T13:48:15.711615
2010-10-27,Núi lửa phun,Bão Koto,0.75,"Hồ Chí Minh, Biển Đông, Tây Nguyên, TP.HCM",0.97,Không xác định,,,,,,,Núi lửa phun trào dữ dội tại Indonesia,VnExpress,Thiên tai địa chất,,,,,0.5733333333333334,,https://dantri.com.vn/thoi-su/tphcm-nang-nong-tro-lai-sau-nhieu-ngay-se-lanh-20251201223634631.htm,2025-12-06T14:14:57.762792
2010-11-15,"Sạt lở đất, trượt đất, sụt lún","Bão, áp thấp nhiệt đới Biển Đông",0.65,"Biển Đông, Hoàng Sa",1.0,Trung bình,,,,,,,Quảng Ngãi khắc phục hậu quả lũ quét,Sài Gòn Giải Phóng,Thiên tai địa chất,cấp 8,,,,0.6333333333333333,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-vua-hinh-thanh-kha-nang-manh-thanh-bao-trong-sang-210-20251001112639465.htm,2025-12-06T14:17:35.726286
2010-11-17,"Sạt lở đất, trượt đất, sụt lún","Bão, áp thấp nhiệt đới Đà Nẵng",0.65,"Đà Nẵng, Thái Bình, Hà Tĩnh, Quảng Trị, Quảng Ngãi",0.9793333333333334,Không xác định,,,,,,,Phú Yên sụt đất diễn ra ở nhiều nơi,Sài Gòn Giải Phóng,Thiên tai địa chất,,,"241 người chết, 389 người bị thương",,0.6264444444444445,,https://dantri.com.vn/thoi-su/tinh-hinh-mua-bao-lu-tren-song-tu-nay-toi-cuoi-nam-20251016152639220.htm,2025-12-06T14:18:04.314867
2010-12-04,"Sương muối, rét đậm – rét hại",Bão Koto,0.75,"Hà Nội, Thanh Hóa, Gia Lai, Đắk Lắk, Hồ Chí Minh",0.9655555555555557,Không xác định,,,,,,,"Sắp có đợt rét đậm, rét hại trên diện rộng",Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5718518518518519,,https://dantri.com.vn/thoi-su/mien-bac-kha-nang-co-bang-gia-bao-koto-dung-yen-tren-bien-dong-20251129215440496.htm,2025-12-06T13:58:31.734603
2010-12-06,Ô nhiễm môi trường nghiêm trọng,Bão Koto,0.75,"Khánh Hòa, Gia Lai, Đắk Lắk, Biển Đông, Hoàng Sa",1.0,Nhẹ,,,,,,,Dân thủ đô khốn khổ vì ô nhiễm,Dân Trí,Thiên tai môi trường – con người gây ra,cấp 6,,,,0.6666666666666666,,https://dantri.com.vn/thoi-su/bao-koto-giam-cap-nhung-it-dich-chuyen-20251201064400232.htm,2025-12-06T14:40:05.292876
2010-12-29,"Sương muối, rét đậm – rét hại","Bão, áp thấp nhiệt đới 7/12/2020",0.7,"Thanh Hóa, Quảng Bình, Quảng Trị, Thừa Thiên Huế, Biển Đông",1.0,Không xác định,,,,,,,Lại có đợt gió mùa Đông Bắc mới,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5666666666666667,,https://dantri.com.vn/thoi-su/viet-nam-hung-5-6-con-bao-ap-thap-nhiet-doi-trong-nam-2020-20200629090007985.htm,2025-12-06T13:58:48.292052
2010-12-30,"Sương muối, rét đậm – rét hại",Bão Kalmaegi,0.95,"Đà Nẵng, Thái Bình, Khánh Hòa, Bình Dương, Biển Đông",1.0,Không xác định,,,,,,,Thời tiết trên biển nguy hiểm,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.65,,https://dantri.com.vn/thoi-su/bao-so-13-sap-vao-bien-dong-du-bao-cac-tinh-chiu-anh-huong-truc-tiep-20251102142551165.htm,2025-12-06T13:58:11.560755
2011-01-02,"Sương muối, rét đậm – rét hại","Bão, áp thấp nhiệt đới Đà Nẵng",0.65,"Đà Nẵng, Điện Biên, Lai Châu, Thanh Hóa, Quảng Ngãi",0.9810000000000001,Không xác định,,,,,,,Hai đợt không khí lạnh liên tiếp tràn về,Sài Gòn Giải Phóng,Thiên tai khí tượng – thủy văn,,,,,0.5436666666666667,,https://dantri.com.vn/thoi-su/viet-nam-co-the-bi-anh-huong-1-2-con-bao-ap-thap-nhiet-doi-trong-thang-8-20250803110556466.htm,2025-12-06T13:58:12.786181
2011-01-04,Hạn hán,"Bão, áp thấp nhiệt đới 31/1/2026",0.7,"Đà Nẵng, Quảng Trị, Quảng Ngãi, Khánh Hòa, Gia Lai",0.9880000000000001,Không xác định,,,,,,,Nhân vật 2010: Ngô Bảo Châu - hạn hán và cơn mưa,VietnamNet,Thiên tai khí tượng – thủy văn,,,,,0.5626666666666668,,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-gan-bien-dong-vung-nguy-hiem-trong-24-gio-toi-20251128185833231.htm,2025-12-06T13:51:41.585459
2011-01-05,Hạn hán,Bão Fung,0.75,"Thái Bình, Bình Dương, Biển Đông",1.0,Nhẹ,,,,,,,Nhân vật 2010: Ngô Bảo Châu - hạn hán và cơn mưa,VietnamNet,Thiên tai khí tượng – thủy văn,cấp 7,,,,0.6666666666666666,,https://dantri.com.vn/thoi-su/bao-phuong-hoang-giam-4-cap-sau-khi-di-vao-bien-dong-20251112063948670.htm,2025-12-06T13:51:44.430322
