date,disaster_type,event_name,event_confidence,location,location_confidence,severity_level,start_time,start_time_confidence,peak_time,peak_time_confidence,end_time,end_time_confidence,title,source,category,wind_speed,rainfall,casualties,damages,extraction_quality,qa_flags,url,scrape_time
2025-06-11,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Rất nghiêm trọng,8/2025,0.6300000000000001,,,,,Áp thấp nhiệt đới mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 14,70 mm,,,0.5,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-manh-len-thanh-bao-4897240.html,2025-12-06T13:31:07.737443
2025-10-23,"Bão, áp thấp nhiệt đới",Bão Wutip,0.95,,0.0,Nhẹ,2013,0.5800000000000001,,,,,Áp thấp nhiệt đới vào Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,"241 người chết, 389 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-vao-bien-dong-4954952.html,2025-12-06T13:31:09.080355
2025-09-25,"Bão, áp thấp nhiệt đới",Bão Bualoi,0.95,,0.0,Nhẹ,2024,0.5800000000000001,,,,,Bão Ragasa suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 7,,"15 người chết, 17 người mất tích",,0.725,MISSING_LOCATION;,https://vnexpress.net/bao-ragasa-suy-yeu-thanh-ap-thap-nhiet-doi-4943499.html,2025-12-06T13:31:11.743588
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Senyar,0.75,,0.0,Nhẹ,2-3/12,0.63,,,,,Áp thấp nhiệt đới từ Ấn Độ Dương vào Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,409 người chết,,0.625,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-tu-an-do-duong-vao-bien-dong-4987576.html,2025-12-06T13:31:12.756509
2025-08-26,"Bão, áp thấp nhiệt đới",Bão Kajiki,0.95,,0.0,Nhẹ,,,,,,,Bão Kajiki suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,75 mm,,,0.725,MISSING_LOCATION;,https://vnexpress.net/bao-kajiki-suy-yeu-thanh-ap-thap-nhiet-doi-4931438.html,2025-12-06T13:31:14.425373
2025-07-22,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Nhẹ,,,,,,,Bão Wipha suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 7,60 mm,,,0.5,MISSING_LOCATION;,https://vnexpress.net/bao-wipha-suy-yeu-thanh-ap-thap-nhiet-doi-4917542.html,2025-12-06T13:31:16.185442
2025-10-01,"Bão, áp thấp nhiệt đới",Bão Bualoi,0.95,,0.0,Nhẹ,4-6/10,0.63,,,,,Áp thấp nhiệt đới xuất hiện gần Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 5,,"29 người chết, 139 người bị thương, 22 người mất tích",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4945937.html,2025-12-06T13:31:17.986206
2025-09-06,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Nhẹ,,,,,,,Áp thấp nhiệt đới mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,"9 người chết, 77 người bị thương",,0.5,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-manh-len-thanh-bao-4935997.html,2025-12-06T13:31:19.440032
2025-09-17,"Bão, áp thấp nhiệt đới",Bão Tapah,0.95,,0.0,Trung bình,2025,0.5800000000000001,,,,,Áp thấp nhiệt đới đêm nay vào Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 8,,,,0.6,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-dem-nay-vao-bien-dong-4940369.html,2025-12-06T13:31:20.942265
2025-07-23,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Nhẹ,,,,,,,Áp thấp nhiệt đới mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 7,,5 người bị thương,,0.5,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-manh-len-thanh-bao-4918126.html,2025-12-06T13:31:22.261601
2025-10-18,"Bão, áp thấp nhiệt đới",Bão Wutip,0.95,,0.0,Nhẹ,,,,,,,Áp thấp nhiệt đới gần Biển Đông mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 4,,"241 người chết, 389 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-gan-bien-dong-manh-len-thanh-bao-4952806.html,2025-12-06T13:31:23.519494
2025-11-27,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Không xác định,2017,0.5800000000000001,,,,,Vì sao Biển Đông nhiều bão nhất trong 30 năm qua?,VnExpress,Thiên tai khí tượng – thủy văn,,,"409 người chết, 727 người bị thương",,0.25,LOW_QUALITY;MISSING_LOCATION;,https://vnexpress.net/vi-sao-bien-dong-nhieu-bao-nhat-trong-30-nam-qua-4986715.html,2025-12-06T13:31:25.261932
2025-10-22,"Bão, áp thấp nhiệt đới",Bão Wutip,0.95,,0.0,Nhẹ,2013,0.5800000000000001,,,,,Áp thấp nhiệt đới xuất hiện gần Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,"241 người chết, 389 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4954588.html,2025-12-06T13:31:26.827190
2025-08-29,"Bão, áp thấp nhiệt đới",Bão Kajiki,0.95,,0.0,Trung bình,,,,,,,Hôm nay áp thấp nhiệt đới có khả năng mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 8,,"6 người chết, 47 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/hom-nay-ap-thap-nhiet-doi-co-kha-nang-manh-len-thanh-bao-4932852.html,2025-12-06T13:31:28.217240
2025-11-07,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Nghiêm trọng,6-7/11,0.63,,,,,Bão Kalmaegi suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 10,35 mm,,,0.5,MISSING_LOCATION;,https://vnexpress.net/bao-kalmaegi-suy-yeu-thanh-ap-thap-nhiet-doi-4960982.html,2025-12-06T13:31:29.504914
2025-09-05,"Bão, áp thấp nhiệt đới",Bão Nongfa,0.75,,0.0,Nhẹ,,,,,,,"Áp thấp nhiệt đới ở Biển Đông, nguy cơ mạnh thành bão",VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,"9 người chết, 77 người bị thương",,0.625,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-o-bien-dong-nguy-co-manh-thanh-bao-4935710.html,2025-12-06T13:31:30.746653
2025-12-01,"Bão, áp thấp nhiệt đới",Bão Koto,0.75,,0.0,Nhẹ,12/2025,0.6000000000000001,,,,,Bão Koto suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,70 mm,,,0.625,MISSING_LOCATION;,https://vnexpress.net/bao-koto-suy-yeu-thanh-ap-thap-nhiet-doi-4988377.html,2025-12-06T13:31:31.525272
2025-09-29,"Bão, áp thấp nhiệt đới",Bão Bualoi,0.95,,0.0,Nhẹ,2024,0.5800000000000001,,,,,Bão Bualoi suy yếu thành áp thấp nhiệt đới,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,70 mm,"10 người chết, 18 người bị thương",,0.85,MISSING_LOCATION;,https://vnexpress.net/bao-bualoi-suy-yeu-thanh-ap-thap-nhiet-doi-4944991.html,2025-12-06T13:31:32.878077
2025-10-17,"Bão, áp thấp nhiệt đới",Bão Wutip,0.95,,0.0,Trung bình,2025,0.5800000000000001,,,,,Áp thấp nhiệt đới xuất hiện gần Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 9,,"241 người chết, 389 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-xuat-hien-gan-bien-dong-4952642.html,2025-12-06T13:31:34.332577
2025-08-22,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Trung bình,,,,,,,Áp thấp nhiệt đới hướng vào Biển Đông,VnExpress,Thiên tai khí tượng – thủy văn,cấp 8,,5 người bị thương,,0.5,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-huong-vao-bien-dong-4930179.html,2025-12-06T13:31:35.767440
2025-08-30,"Bão, áp thấp nhiệt đới",Bão Kajiki,0.95,,0.0,Nhẹ,,,,,,,"Áp thấp nhiệt đới mạnh lên thành bão, gây mưa cho miền Trung",VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,150 mm,"6 người chết, 47 người bị thương",,0.85,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-bat-dau-gay-mua-cho-mien-trung-4933333.html,2025-12-06T13:31:37.300750
2025-08-28,"Bão, áp thấp nhiệt đới",Bão Kajiki,0.95,,0.0,Nhẹ,,,,,,,Áp thấp nhiệt đới hướng vào miền Trung,VnExpress,Thiên tai khí tượng – thủy văn,cấp 6,,"5 người chết, 47 người bị thương",,0.725,MISSING_LOCATION;,https://vnexpress.net/ap-thap-nhiet-doi-huong-vao-mien-trung-4932447.html,2025-12-06T13:31:38.628646
2025-11-25,"Bão, áp thấp nhiệt đới",Bão Kajiki,0.95,,0.0,Nghiêm trọng,2016,0.55,,,,,Bão lũ gây thiệt hại hơn 85.000 tỷ đồng,VnExpress,Thiên tai khí tượng – thủy văn,cấp 10,300 mm,"102 người chết, 727 người bị thương",,0.85,MISSING_LOCATION;,https://vnexpress.net/bao-lu-gay-thiet-hai-hon-85-000-ty-dong-4985965.html,2025-12-06T13:31:39.952710
2025-10-02,"Bão, áp thấp nhiệt đới",Bão Matmo,0.95,,0.0,Nhẹ,4-6/10,0.63,,,,,Áp thấp nhiệt đới gần Biển Đông mạnh lên thành bão,VnExpress,Thiên tai khí tượng – thủy văn,cấp 5,,"34 người chết, 22 người mất tích",,0.725,MISSING_LOCATION;,https://vnexpress.net/hom-nay-ap-thap-nhiet-doi-gan-bien-dong-se-manh-len-thanh-bao-4946180.html,2025-12-06T13:31:41.488117
2025-11-26,"Bão, áp thấp nhiệt đới",Bão Koto,0.75,,0.0,Trung bình,,,,,,,Hai kịch bản của bão Koto tác động đến nước ta,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,0.5,MISSING_LOCATION;,https://dantri.com.vn/thoi-su/hai-kich-ban-cua-bao-koto-tac-dong-den-nuoc-ta-20251126104726403.htm,2025-12-06T13:30:51.227668
2025-11-25,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Trung bình,,,,,,,Áp thấp nhiệt đới có thể vào Biển Đông đêm nay và mạnh lên thành bão,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,0.25,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-co-the-vao-bien-dong-dem-nay-va-manh-len-thanh-bao-20251125064730134.htm,2025-12-06T13:30:52.176367
2025-11-26,"Bão, áp thấp nhiệt đới",Bão Koto,0.75,,0.0,Nghiêm trọng,,,,,,,"Bão Koto có thể đạt cực đại cấp 11, sẽ giảm cấp từ ngày 29/11",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 10,,,,0.5,MISSING_LOCATION;,https://dantri.com.vn/thoi-su/bao-koto-co-the-dat-cuc-dai-cap-11-se-giam-cap-tu-ngay-2911-20251126194253539.htm,2025-12-06T13:30:53.918415
2020-09-30,"Bão, áp thấp nhiệt đới","Bão, áp thấp nhiệt đới 11/12/2020",0.7,,0.0,Không xác định,6-10/10,0.68,,,,,"Bão, áp thấp nhiệt đới sẽ dồn dập xuất hiện trong tháng 10 và 11 năm nay",Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.35,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/bao-ap-thap-nhiet-doi-se-don-dap-xuat-hien-trong-thang-10-va-11-20200930001559384.htm,2025-12-06T13:30:55.319503
2021-09-14,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Không xác định,1/2022,0.6300000000000001,,,,,Từ nay đến cuối năm Biển Đông còn đón bao nhiêu cơn bão?,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.0,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/tu-nay-den-cuoi-nam-bien-dong-con-don-bao-nhieu-con-bao-20210914160453281.htm,2025-12-06T13:30:56.815372
2025-11-29,"Bão, áp thấp nhiệt đới",Bão Senyar,0.75,,0.0,Không xác định,2001,0.5800000000000001,,,,,"TPHCM ứng phó với áp thấp nhiệt đới kỳ lạ, chưa từng có trong lịch sử",Dân Trí,Thiên tai khí tượng – thủy văn,,,300 người chết,,0.5,MISSING_LOCATION;,https://dantri.com.vn/thoi-su/tphcm-ung-pho-voi-ap-thap-nhiet-doi-ky-la-chua-tung-co-trong-lich-su-20251129133249241.htm,2025-12-06T13:30:57.689909
2025-11-25,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Nghiêm trọng,,,,,,,Bão số 15 sẽ liên tục tăng cấp khi vào Biển Đông,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 10,,,,0.25,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/bao-so-15-se-lien-tuc-tang-cap-khi-vao-bien-dong-20251125203558320.htm,2025-12-06T13:30:59.168335
2025-11-24,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Trung bình,,,,,,,Các tỉnh Nam Trung Bộ sẵn sàng ứng phó cơn bão số 15,Dân Trí,Thiên tai khí tượng – thủy văn,cấp 9,,,,0.25,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/cac-tinh-nam-trung-bo-san-sang-ung-pho-con-bao-so-15-20251124161057041.htm,2025-12-06T13:31:00.797626
2025-12-02,"Bão, áp thấp nhiệt đới",Bão Koto,0.75,,0.0,Không xác định,,,,,,,TPHCM nắng nóng trở lại sau nhiều ngày se lạnh,Dân Trí,Thiên tai khí tượng – thủy văn,,,,,0.375,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/tphcm-nang-nong-tro-lai-sau-nhieu-ngay-se-lanh-20251201223634631.htm,2025-12-06T13:31:01.612055
2025-10-01,"Bão, áp thấp nhiệt đới",,0.0,,0.0,Trung bình,4-6/10,0.63,,,,,"Áp thấp nhiệt đới vừa hình thành, khả năng mạnh thành bão trong sáng 2/10",Dân Trí,Thiên tai khí tượng – thủy văn,cấp 8,,,,0.25,LOW_QUALITY;MISSING_LOCATION;,https://dantri.com.vn/thoi-su/ap-thap-nhiet-doi-vua-hinh-thanh-kha-nang-manh-thanh-bao-trong-sang-210-20251001112639465.htm,2025-12-06T13:31:03.064107
